0.0,88005.53718560048,82540.52172826152,181867.8977619696
100.0,454717.34056126664,591017.956136486,525510.5947610544
200.0,1.7859303688249972e6,3.0692213279619794e6,2.0792962436281408e6
300.0,1.1440771018458735e7,8.161080752334911e6,9.457291998366605e6
400.0,2.207298176185068e7,6.258100350274597e7,4.8895978564874e7
500.0,1.6894830717109993e8,9.05400225090218e7,1.4841027920065892e8
600.0,5.6903140540097e8,6.290913334517527e8,4.8364492032286435e8
700.0,6.306911348492985e8,1.0688252166664293e9,1.0453536405164542e9
800.0,9.620523490868394e8,5.3668477086944985e8,1.2567815414794667e9
900.0,1.0659769211892312e9,6.921259951100547e8,1.213375173280673e9
1000.0,8.140429838823776e8,1.0492337010831393e9,1.2973604198785994e9
